"Name","Date","Open","High","Low","Close","Volume","OI"
SET,19860306,137.40,137.40,137.40,137.40,427000,0
SET,19860307,137.30,137.30,137.30,137.30,1549000,0
SET,19860310,136.00,136.00,136.00,136.00,840000,0
SET,19860311,134.90,134.90,134.90,134.90,781000,0
SET,19860312,134.60,134.60,134.60,134.60,147000,0
SET,19860313,134.80,134.80,134.80,134.80,742000,0
SET,19860314,135.10,135.10,135.10,135.10,720000,0
SET,19860317,135.40,135.40,135.40,135.40,2574000,0
SET,19860318,134.60,134.60,134.60,134.60,274000,0
SET,19860319,133.90,133.90,133.90,133.90,237000,0
SET,19860320,133.30,133.30,133.30,133.30,258000,0
SET,19860321,131.60,131.60,131.60,131.60,558000,0
SET,19860324,130.20,130.20,130.20,130.20,151000,0
SET,19860325,130.00,130.00,130.00,130.00,239000,0
SET,19860326,130.60,130.60,130.60,130.60,84000,0
SET,19860327,130.50,130.50,130.50,130.50,205000,0
SET,19860328,130.20,130.20,130.20,130.20,132000,0
SET,19860331,129.90,129.90,129.90,129.90,75000,0
SET,19860401,129.50,129.50,129.50,129.50,198000,0
SET,19860402,130.10,130.10,130.10,130.10,422000,0
SET,19860403,130.30,130.30,130.30,130.30,845000,0
SET,19860404,131.10,131.10,131.10,131.10,280000,0
SET,19860408,131.30,131.30,131.30,131.30,3223000,0
SET,19860409,130.70,130.70,130.70,130.70,1620000,0
SET,19860410,130.50,130.50,130.50,130.50,225000,0
SET,19860411,130.50,130.50,130.50,130.50,247000,0
SET,19860415,129.50,129.50,129.50,129.50,292000,0
SET,19860416,128.90,128.90,128.90,128.90,210000,0
SET,19860417,128.40,128.40,128.40,128.40,113000,0
SET,19860418,128.10,128.10,128.10,128.10,276000,0
SET,19860421,127.90,127.90,127.90,127.90,165000,0
SET,19860422,128.50,128.50,128.50,128.50,352000,0
SET,19860423,129.20,129.20,129.20,129.20,366000,0
SET,19860424,129.30,129.30,129.30,129.30,239000,0
SET,19860425,129.70,129.70,129.70,129.70,119000,0
SET,19860428,129.60,129.60,129.60,129.60,115000,0
SET,19860429,129.50,129.50,129.50,129.50,153000,0
SET,19860430,129.50,129.50,129.50,129.50,226000,0
SET,19860502,129.30,129.30,129.30,129.30,89000,0
SET,19860506,129.00,129.00,129.00,129.00,148000,0
SET,19860507,129.20,129.20,129.20,129.20,91000,0
SET,19860508,129.40,129.40,129.40,129.40,74000,0
SET,19860509,129.40,129.40,129.40,129.40,1000,0
SET,19860512,129.40,129.40,129.40,129.40,65000,0
SET,19860513,129.70,129.70,129.70,129.70,117000,0
SET,19860514,129.50,129.50,129.50,129.50,144000,0
SET,19860515,129.80,129.80,129.80,129.80,114000,0
SET,19860516,130.00,130.00,130.00,130.00,231000,0
SET,19860519,129.90,129.90,129.90,129.90,122000,0
SET,19860520,129.80,129.80,129.80,129.80,119000,0
SET,19860521,129.80,129.80,129.80,129.80,85000,0
SET,19860523,129.80,129.80,129.80,129.80,212000,0
SET,19860526,129.70,129.70,129.70,129.70,106000,0
SET,19860527,129.50,129.50,129.50,129.50,163000,0
SET,19860528,129.80,129.80,129.80,129.80,128000,0
SET,19860529,129.30,129.30,129.30,129.30,111000,0
SET,19860530,129.10,129.10,129.10,129.10,121000,0
SET,19860602,128.90,128.90,128.90,128.90,75000,0
SET,19860603,128.70,128.70,128.70,128.70,125000,0
SET,19860604,128.30,128.30,128.30,128.30,52000,0
SET,19860605,128.60,128.60,128.60,128.60,109000,0
SET,19860606,128.50,128.50,128.50,128.50,102000,0
SET,19860609,128.20,128.20,128.20,128.20,87000,0
SET,19860610,128.00,128.00,128.00,128.00,122000,0
SET,19860611,128.00,128.00,128.00,128.00,105000,0
SET,19860612,127.60,127.60,127.60,127.60,112000,0
SET,19860613,127.90,127.90,127.90,127.90,110000,0
SET,19860616,127.80,127.80,127.80,127.80,235000,0
SET,19860617,127.70,127.70,127.70,127.70,268000,0
SET,19860618,127.40,127.40,127.40,127.40,169000,0
SET,19860619,127.30,127.30,127.30,127.30,134000,0
SET,19860620,127.60,127.60,127.60,127.60,262000,0
SET,19860623,128.70,128.70,128.70,128.70,266000,0
SET,19860624,128.90,128.90,128.90,128.90,232000,0
SET,19860625,129.80,129.80,129.80,129.80,362000,0
SET,19860626,130.10,130.10,130.10,130.10,491000,0
SET,19860627,131.10,131.10,131.10,131.10,567000,0
SET,19860630,131.50,131.50,131.50,131.50,251000,0
SET,19860702,130.80,130.80,130.80,130.80,159000,0
SET,19860703,131.40,131.40,131.40,131.40,162000,0
SET,19860704,132.70,132.70,132.70,132.70,354000,0
SET,19860707,134.90,134.90,134.90,134.90,520000,0
SET,19860708,135.60,135.60,135.60,135.60,406000,0
SET,19860709,137.60,137.60,137.60,137.60,593000,0
SET,19860710,137.70,137.70,137.70,137.70,793000,0
SET,19860711,139.40,139.40,139.40,139.40,476000,0
SET,19860714,139.80,139.80,139.80,139.80,723000,0
SET,19860715,140.20,140.20,140.20,140.20,582000,0
SET,19860716,139.50,139.50,139.50,139.50,455000,0
SET,19860717,138.70,138.70,138.70,138.70,424000,0
SET,19860718,138.80,138.80,138.80,138.80,471000,0
SET,19860722,139.60,139.60,139.60,139.60,476000,0
SET,19860723,139.70,139.70,139.70,139.70,445000,0
SET,19860724,140.10,140.10,140.10,140.10,339000,0
SET,19860725,141.30,141.30,141.30,141.30,543000,0
SET,19860728,142.00,142.00,142.00,142.00,510000,0
SET,19860729,142.30,142.30,142.30,142.30,448000,0
SET,19860730,140.80,140.80,140.80,140.80,396000,0
SET,19860731,139.50,139.50,139.50,139.50,287000,0
SET,19860801,139.20,139.20,139.20,139.20,274000,0
SET,19860804,141.30,141.30,141.30,141.30,263000,0
SET,19860805,140.00,140.00,140.00,140.00,215000,0
SET,19860806,140.40,140.40,140.40,140.40,192000,0
SET,19860807,141.20,141.20,141.20,141.20,778000,0
SET,19860808,141.30,141.30,141.30,141.30,294000,0
SET,19860811,141.80,141.80,141.80,141.80,279000,0
SET,19860813,142.10,142.10,142.10,142.10,369000,0
SET,19860814,142.90,142.90,142.90,142.90,411000,0
SET,19860815,142.30,142.30,142.30,142.30,411000,0
SET,19860818,142.90,142.90,142.90,142.90,1008000,0
SET,19860819,143.10,143.10,143.10,143.10,498000,0
SET,19860820,144.60,144.60,144.60,144.60,305000,0
SET,19860821,146.20,146.20,146.20,146.20,561000,0
SET,19860822,146.90,146.90,146.90,146.90,556000,0
SET,19860825,147.60,147.60,147.60,147.60,453000,0
SET,19860826,147.30,147.30,147.30,147.30,502000,0
SET,19860827,147.20,147.20,147.20,147.20,360000,0
SET,19860828,148.60,148.60,148.60,148.60,470000,0
SET,19860829,149.80,149.80,149.80,149.80,836000,0
SET,19860901,152.20,152.20,152.20,152.20,1206000,0
SET,19860902,152.90,152.90,152.90,152.90,1252000,0
SET,19860903,156.70,156.70,156.70,156.70,1503000,0
SET,19860904,159.80,159.80,159.80,159.80,1992000,0
SET,19860905,159.50,159.50,159.50,159.50,1456000,0
SET,19860908,160.90,160.90,160.90,160.90,1081000,0
SET,19860909,159.30,159.30,159.30,159.30,955000,0
SET,19860910,160.40,160.40,160.40,160.40,983000,0
SET,19860911,161.70,161.70,161.70,161.70,726000,0
SET,19860912,160.50,160.50,160.50,160.50,726000,0
SET,19860915,159.70,159.70,159.70,159.70,715000,0
SET,19860916,160.20,160.20,160.20,160.20,502000,0
SET,19860917,158.00,158.00,158.00,158.00,511000,0
SET,19860918,158.90,158.90,158.90,158.90,558000,0
SET,19860919,159.70,159.70,159.70,159.70,505000,0
SET,19860922,160.60,160.60,160.60,160.60,442000,0
SET,19860923,160.00,160.00,160.00,160.00,284000,0
SET,19860924,159.60,159.60,159.60,159.60,324000,0
SET,19860925,160.00,160.00,160.00,160.00,201000,0
SET,19860926,160.50,160.50,160.50,160.50,243000,0
SET,19860929,161.10,161.10,161.10,161.10,311000,0
SET,19860930,162.40,162.40,162.40,162.40,598000,0
SET,19861001,162.80,162.80,162.80,162.80,562000,0
SET,19861002,163.90,163.90,163.90,163.90,672000,0
SET,19861003,164.05,164.05,164.05,164.05,861500,0
SET,19861006,164.73,164.73,164.73,164.73,816100,0
SET,19861007,164.45,164.45,164.45,164.45,763000,0
SET,19861008,164.62,164.62,164.62,164.62,543100,0
SET,19861009,165.21,165.21,165.21,165.21,592100,0
SET,19861010,168.46,168.46,168.46,168.46,1418200,0
SET,19861013,171.38,171.38,171.38,171.38,1462800,0
SET,19861014,171.21,171.21,171.21,171.21,1318000,0
SET,19861015,172.76,172.76,172.76,172.76,799800,0
SET,19861016,175.27,175.27,175.27,175.27,1001400,0
SET,19861017,177.51,177.51,177.51,177.51,1553400,0
SET,19861020,177.78,177.78,177.78,177.78,856600,0
SET,19861021,177.23,177.23,177.23,177.23,791100,0
SET,19861022,178.36,178.36,178.36,178.36,1244900,0
SET,19861024,180.18,180.18,180.18,180.18,1475200,0
SET,19861027,178.87,178.87,178.87,178.87,1377200,0
SET,19861028,180.30,180.30,180.30,180.30,915800,0
SET,19861029,180.56,180.56,180.56,180.56,870900,0
SET,19861030,182.99,182.99,182.99,182.99,1139500,0
SET,19861031,183.77,183.77,183.77,183.77,1334100,0
SET,19861103,183.95,183.95,183.95,183.95,1856200,0
SET,19861104,185.03,185.03,185.03,185.03,1751600,0
SET,19861105,186.62,186.62,186.62,186.62,2728800,0
SET,19861106,184.55,184.55,184.55,184.55,1796600,0
SET,19861107,181.84,181.84,181.84,181.84,1296000,0
SET,19861110,182.76,182.76,182.76,182.76,920800,0
SET,19861111,182.18,182.18,182.18,182.18,693100,0
SET,19861112,183.16,183.16,183.16,183.16,836200,0
SET,19861113,182.35,182.35,182.35,182.35,560400,0
SET,19861114,182.45,182.45,182.45,182.45,454000,0
SET,19861117,183.35,183.35,183.35,183.35,857400,0
SET,19861118,183.90,183.90,183.90,183.90,1103700,0
SET,19861119,184.11,184.11,184.11,184.11,813100,0
SET,19861120,182.80,182.80,182.80,182.80,556900,0
SET,19861121,182.24,182.24,182.24,182.24,447500,0
SET,19861124,181.30,181.30,181.30,181.30,546400,0
SET,19861125,183.28,183.28,183.28,183.28,477700,0
SET,19861126,185.09,185.09,185.09,185.09,748100,0
SET,19861127,185.13,185.13,185.13,185.13,657500,0
SET,19861128,186.46,186.46,186.46,186.46,749900,0
SET,19861201,188.48,188.48,188.48,188.48,887500,0
SET,19861202,189.79,189.79,189.79,189.79,1227900,0
SET,19861203,191.15,191.15,191.15,191.15,1567200,0
SET,19861204,193.70,193.70,193.70,193.70,1889300,0
SET,19861208,195.09,195.09,195.09,195.09,1409600,0
SET,19861209,196.27,196.27,196.27,196.27,1277400,0
SET,19861211,197.96,197.96,197.96,197.96,1426800,0
SET,19861212,200.60,200.60,200.60,200.60,1734100,0
SET,19861215,198.91,198.91,198.91,198.91,1514300,0
SET,19861216,197.95,197.95,197.95,197.95,966900,0
SET,19861217,200.21,200.21,200.21,200.21,967000,0
SET,19861218,203.53,203.53,203.53,203.53,1414200,0
SET,19861219,205.18,205.18,205.18,205.18,1919500,0
SET,19861222,204.33,204.33,204.33,204.33,1028800,0
SET,19861223,206.47,206.47,206.47,206.47,1366700,0
SET,19861224,207.28,207.28,207.28,207.28,1571800,0
SET,19861225,207.28,207.28,207.28,207.28,1460400,0
SET,19861226,207.98,207.98,207.98,207.98,3268200,0
SET,19861229,207.13,207.13,207.13,207.13,977500,0
SET,19861230,207.20,207.20,207.20,207.20,3695600,0
SET,19870102,209.16,209.16,209.16,209.16,790200,0
SET,19870105,209.96,209.96,209.96,209.96,1923300,0
SET,19870106,211.27,211.27,211.27,211.27,1511900,0
SET,19870107,213.84,213.84,213.84,213.84,2532100,0
SET,19870108,215.15,215.15,215.15,215.15,2043400,0
SET,19870109,214.86,214.86,214.86,214.86,2768200,0
SET,19870112,214.94,214.94,214.94,214.94,1622600,0
SET,19870113,213.78,213.78,213.78,213.78,1423400,0
SET,19870114,211.85,211.85,211.85,211.85,1360200,0
SET,19870115,209.53,209.53,209.53,209.53,1490300,0
SET,19870116,212.50,212.50,212.50,212.50,1667600,0
SET,19870119,211.19,211.19,211.19,211.19,1509300,0
SET,19870120,209.03,209.03,209.03,209.03,1052500,0
SET,19870121,209.68,209.68,209.68,209.68,909600,0
SET,19870122,207.24,207.24,207.24,207.24,707200,0
SET,19870123,207.10,207.10,207.10,207.10,1188300,0
SET,19870126,208.34,208.34,208.34,208.34,1495900,0
SET,19870127,209.45,209.45,209.45,209.45,1774900,0
SET,19870128,209.00,209.00,209.00,209.00,1707600,0
SET,19870129,209.97,209.97,209.97,209.97,1063400,0
SET,19870130,209.92,209.92,209.92,209.92,1073300,0
SET,19870202,211.37,211.37,211.37,211.37,1566900,0
SET,19870203,211.66,211.66,211.66,211.66,1529700,0
SET,19870204,211.15,211.15,211.15,211.15,921600,0
SET,19870205,210.95,210.95,210.95,210.95,854400,0
SET,19870206,209.52,209.52,209.52,209.52,1107900,0
SET,19870209,207.75,207.75,207.75,207.75,1058400,0
SET,19870210,205.48,205.48,205.48,205.48,1252100,0
SET,19870211,206.03,206.03,206.03,206.03,993900,0
SET,19870213,205.37,205.37,205.37,205.37,1591100,0
SET,19870216,203.14,203.14,203.14,203.14,805900,0
SET,19870217,204.22,204.22,204.22,204.22,1219200,0
SET,19870218,207.37,207.37,207.37,207.37,1328300,0
SET,19870219,208.34,208.34,208.34,208.34,1357500,0
SET,19870220,207.59,207.59,207.59,207.59,754100,0
SET,19870223,208.47,208.47,208.47,208.47,681500,0
SET,19870224,208.69,208.69,208.69,208.69,1069200,0
SET,19870225,207.70,207.70,207.70,207.70,1396600,0
SET,19870226,208.32,208.32,208.32,208.32,818200,0
SET,19870227,208.79,208.79,208.79,208.79,987700,0
SET,19870302,209.40,209.40,209.40,209.40,556500,0
SET,19870303,210.31,210.31,210.31,210.31,666100,0
SET,19870304,211.66,211.66,211.66,211.66,1091800,0
SET,19870305,213.23,213.23,213.23,213.23,1906400,0
SET,19870306,213.35,213.35,213.35,213.35,1820800,0
SET,19870309,214.99,214.99,214.99,214.99,1910400,0
SET,19870310,217.78,217.78,217.78,217.78,2070100,0
SET,19870311,217.35,217.35,217.35,217.35,2192000,0
SET,19870312,216.67,216.67,216.67,216.67,1693500,0
SET,19870313,218.45,218.45,218.45,218.45,1412300,0
SET,19870316,223.02,223.02,223.02,223.02,2734800,0
SET,19870317,223.49,223.49,223.49,223.49,2180000,0
SET,19870318,224.42,224.42,224.42,224.42,1216800,0
SET,19870319,224.41,224.41,224.41,224.41,1443100,0
SET,19870320,224.04,224.04,224.04,224.04,1211500,0
SET,19870323,225.84,225.84,225.84,225.84,1838300,0
SET,19870324,226.75,226.75,226.75,226.75,1764900,0
SET,19870325,227.60,227.60,227.60,227.60,1892300,0
SET,19870326,227.97,227.97,227.97,227.97,1793600,0
SET,19870327,230.30,230.30,230.30,230.30,1716200,0
SET,19870330,229.40,229.40,229.40,229.40,1562500,0
SET,19870331,228.97,228.97,228.97,228.97,998600,0
SET,19870401,227.91,227.91,227.91,227.91,1014300,0
SET,19870402,228.19,228.19,228.19,228.19,571600,0
SET,19870403,228.57,228.57,228.57,228.57,991400,0
SET,19870407,229.55,229.55,229.55,229.55,1146400,0
SET,19870408,232.71,232.71,232.71,232.71,2313900,0
SET,19870409,237.17,237.17,237.17,237.17,2235900,0
SET,19870410,243.82,243.82,243.82,243.82,2425400,0
SET,19870414,246.10,246.10,246.10,246.10,2470200,0
SET,19870415,245.49,245.49,245.49,245.49,2546300,0
SET,19870416,246.10,246.10,246.10,246.10,2091600,0
SET,19870417,244.21,244.21,244.21,244.21,2072300,0
SET,19870420,241.13,241.13,241.13,241.13,2089200,0
SET,19870421,242.72,242.72,242.72,242.72,1376000,0
SET,19870422,245.42,245.42,245.42,245.42,2364200,0
SET,19870423,248.86,248.86,248.86,248.86,1639000,0
SET,19870424,246.79,246.79,246.79,246.79,1852300,0
SET,19870427,248.30,248.30,248.30,248.30,615700,0
SET,19870428,247.52,247.52,247.52,247.52,951800,0
SET,19870429,247.41,247.41,247.41,247.41,909600,0
SET,19870430,250.19,250.19,250.19,250.19,1602400,0
SET,19870504,254.43,254.43,254.43,254.43,2339000,0
SET,19870506,256.27,256.27,256.27,256.27,2330300,0
SET,19870507,259.06,259.06,259.06,259.06,1878000,0
SET,19870508,262.16,262.16,262.16,262.16,2514400,0
SET,19870512,266.12,266.12,266.12,266.12,2132600,0
SET,19870513,266.64,266.64,266.64,266.64,2734900,0
SET,19870514,266.70,266.70,266.70,266.70,2092800,0
SET,19870515,262.90,262.90,262.90,262.90,1599300,0
SET,19870518,259.00,259.00,259.00,259.00,1327900,0
SET,19870519,260.04,260.04,260.04,260.04,1371700,0
SET,19870520,264.21,264.21,264.21,264.21,1651100,0
SET,19870521,263.96,263.96,263.96,263.96,1684400,0
SET,19870522,265.95,265.95,265.95,265.95,1635900,0
SET,19870525,269.02,269.02,269.02,269.02,2282900,0
SET,19870526,271.15,271.15,271.15,271.15,2224400,0
SET,19870527,271.50,271.50,271.50,271.50,2046500,0
SET,19870528,268.27,268.27,268.27,268.27,1365300,0
SET,19870529,269.07,269.07,269.07,269.07,1176800,0
SET,19870601,270.85,270.85,270.85,270.85,1419900,0
SET,19870602,272.21,272.21,272.21,272.21,2228200,0
SET,19870603,272.05,272.05,272.05,272.05,2124800,0
SET,19870604,272.69,272.69,272.69,272.69,1410200,0
SET,19870605,273.52,273.52,273.52,273.52,1454200,0
SET,19870608,275.57,275.57,275.57,275.57,1732000,0
SET,19870609,276.79,276.79,276.79,276.79,2061100,0
SET,19870610,279.66,279.66,279.66,279.66,2175500,0
SET,19870611,280.50,280.50,280.50,280.50,1969800,0
SET,19870612,279.91,279.91,279.91,279.91,1694600,0
SET,19870615,280.43,280.43,280.43,280.43,3330700,0
SET,19870616,278.95,278.95,278.95,278.95,3090300,0
SET,19870617,277.03,277.03,277.03,277.03,2099800,0
SET,19870618,277.93,277.93,277.93,277.93,2991200,0
SET,19870619,281.68,281.68,281.68,281.68,2774300,0
SET,19870622,288.44,288.44,288.44,288.44,3020700,0
SET,19870623,288.42,288.42,288.42,288.42,3632300,0
SET,19870624,295.33,295.33,295.33,295.33,3100600,0
SET,19870625,295.43,295.43,295.43,295.43,3794300,0
SET,19870626,297.92,297.92,297.92,297.92,4433900,0
SET,19870629,297.82,297.82,297.82,297.82,4541000,0
SET,19870630,299.87,299.87,299.87,299.87,2552500,0
SET,19870702,305.45,305.45,305.45,305.45,2245000,0
SET,19870703,314.22,314.22,314.22,314.22,4415300,0
SET,19870706,317.59,317.59,317.59,317.59,4896400,0
SET,19870707,321.89,321.89,321.89,321.89,6292300,0
SET,19870708,323.77,323.77,323.77,323.77,4679800,0
SET,19870709,327.80,327.80,327.80,327.80,4117400,0
SET,19870710,334.85,334.85,334.85,334.85,5269100,0
SET,19870714,343.02,343.02,343.02,343.02,6370500,0
SET,19870715,346.36,346.36,346.36,346.36,10812100,0
SET,19870716,343.60,343.60,343.60,343.60,10764000,0
SET,19870717,348.59,348.59,348.59,348.59,7503100,0
SET,19870720,352.90,352.90,352.90,352.90,7028100,0
SET,19870721,349.07,349.07,349.07,349.07,4473400,0
SET,19870722,350.74,350.74,350.74,350.74,3940600,0
SET,19870723,340.94,340.94,340.94,340.94,4087700,0
SET,19870724,341.15,341.15,341.15,341.15,4630000,0
SET,19870727,332.34,332.34,332.34,332.34,4145800,0
SET,19870728,333.30,333.30,333.30,333.30,5062600,0
SET,19870729,333.06,333.06,333.06,333.06,3465100,0
SET,19870730,327.41,327.41,327.41,327.41,2644500,0
SET,19870731,313.93,313.93,313.93,313.93,5314700,0
SET,19870803,325.26,325.26,325.26,325.26,4342900,0
SET,19870804,328.48,328.48,328.48,328.48,4611000,0
SET,19870805,327.51,327.51,327.51,327.51,2489000,0
SET,19870806,325.35,325.35,325.35,325.35,3381600,0
SET,19870807,323.65,323.65,323.65,323.65,3255200,0
SET,19870810,319.77,319.77,319.77,319.77,2841400,0
SET,19870811,318.87,318.87,318.87,318.87,3309000,0
SET,19870813,323.77,323.77,323.77,323.77,3142200,0
SET,19870814,325.58,325.58,325.58,325.58,2882900,0
SET,19870817,326.09,326.09,326.09,326.09,2611200,0
SET,19870818,326.74,326.74,326.74,326.74,2726100,0
SET,19870819,329.62,329.62,329.62,329.62,2755500,0
SET,19870820,333.69,333.69,333.69,333.69,5321800,0
SET,19870821,334.91,334.91,334.91,334.91,4202000,0
SET,19870824,338.31,338.31,338.31,338.31,3430500,0
SET,19870825,338.86,338.86,338.86,338.86,3751200,0
SET,19870826,339.03,339.03,339.03,339.03,2240100,0
SET,19870827,341.91,341.91,341.91,341.91,2096600,0
SET,19870828,346.09,346.09,346.09,346.09,3848100,0
SET,19870831,353.15,353.15,353.15,353.15,4970700,0
SET,19870901,356.41,356.41,356.41,356.41,4387200,0
SET,19870902,366.70,366.70,366.70,366.70,3941300,0
SET,19870903,366.31,366.31,366.31,366.31,6630600,0
SET,19870904,371.78,371.78,371.78,371.78,7276100,0
SET,19870907,369.79,369.79,369.79,369.79,5393000,0
SET,19870908,369.23,369.23,369.23,369.23,4661700,0
SET,19870909,373.15,373.15,373.15,373.15,3672400,0
SET,19870910,378.41,378.41,378.41,378.41,6398300,0
SET,19870911,382.01,382.01,382.01,382.01,6599300,0
SET,19870914,387.22,387.22,387.22,387.22,5849900,0
SET,19870915,391.62,391.62,391.62,391.62,6480600,0
SET,19870916,395.31,395.31,395.31,395.31,4118100,0
SET,19870917,397.66,397.66,397.66,397.66,3403100,0
SET,19870918,401.50,401.50,401.50,401.50,4862600,0
SET,19870921,406.72,406.72,406.72,406.72,2988900,0
SET,19870922,414.04,414.04,414.04,414.04,3330200,0
SET,19870923,411.66,411.66,411.66,411.66,6790500,0
SET,19870924,413.25,413.25,413.25,413.25,5421900,0
SET,19870925,416.42,416.42,416.42,416.42,8283400,0
SET,19870928,424.85,424.85,424.85,424.85,7329300,0
SET,19870929,425.05,425.05,425.05,425.05,8644300,0
SET,19870930,428.19,428.19,428.19,428.19,5098500,0
SET,19871001,436.92,436.92,436.92,436.92,7025600,0
SET,19871002,444.10,444.10,444.10,444.10,7043400,0
SET,19871005,460.12,460.12,460.12,460.12,7073200,0
SET,19871006,457.91,457.91,457.91,457.91,7525500,0
SET,19871007,453.17,453.17,453.17,453.17,7769100,0
SET,19871008,442.55,442.55,442.55,442.55,7571200,0
SET,19871009,451.09,451.09,451.09,451.09,6572000,0
SET,19871012,459.72,459.72,459.72,459.72,8584000,0
SET,19871013,465.21,465.21,465.21,465.21,6460300,0
SET,19871014,465.27,465.27,465.27,465.27,6493700,0
SET,19871015,469.75,469.75,469.75,469.75,6350000,0
SET,19871016,472.86,472.86,472.86,472.86,10706000,0
SET,19871019,459.01,459.01,459.01,459.01,11318500,0
SET,19871020,422.37,422.37,422.37,422.37,15369800,0
SET,19871021,391.44,391.44,391.44,391.44,7260600,0
SET,19871022,399.49,399.49,399.49,399.49,8618300,0
SET,19871026,368.18,368.18,368.18,368.18,7219500,0
SET,19871027,336.68,336.68,336.68,336.68,2909200,0
SET,19871028,330.80,330.80,330.80,330.80,5677900,0
SET,19871029,307.62,307.62,307.62,307.62,9676500,0
SET,19871030,299.83,299.83,299.83,299.83,6113800,0
SET,19871102,303.51,303.51,303.51,303.51,6394300,0
SET,19871103,314.40,314.40,314.40,314.40,4444200,0
SET,19871104,326.31,326.31,326.31,326.31,6396300,0
SET,19871105,324.81,324.81,324.81,324.81,9752300,0
SET,19871106,330.37,330.37,330.37,330.37,5579500,0
SET,19871109,335.48,335.48,335.48,335.48,4426300,0
SET,19871110,326.25,326.25,326.25,326.25,5190500,0
SET,19871111,313.91,313.91,313.91,313.91,5053000,0
SET,19871112,310.34,310.34,310.34,310.34,3807300,0
SET,19871113,313.81,313.81,313.81,313.81,4622100,0
SET,19871116,304.01,304.01,304.01,304.01,4291100,0
SET,19871117,294.23,294.23,294.23,294.23,5294800,0
SET,19871118,291.43,291.43,291.43,291.43,5409300,0
SET,19871119,285.92,285.92,285.92,285.92,2866000,0
SET,19871120,280.58,280.58,280.58,280.58,3074400,0
SET,19871123,290.62,290.62,290.62,290.62,3301400,0
SET,19871124,295.97,295.97,295.97,295.97,5215700,0
SET,19871125,304.21,304.21,304.21,304.21,5473400,0
SET,19871126,302.77,302.77,302.77,302.77,11921400,0
SET,19871127,299.39,299.39,299.39,299.39,13422600,0
SET,19871130,290.42,290.42,290.42,290.42,2750700,0
SET,19871201,277.92,277.92,277.92,277.92,3359700,0
SET,19871202,274.01,274.01,274.01,274.01,2205900,0
SET,19871203,261.70,261.70,261.70,261.70,3479200,0
SET,19871204,260.91,260.91,260.91,260.91,4014800,0
SET,19871208,255.78,255.78,255.78,255.78,1692000,0
SET,19871209,253.98,253.98,253.98,253.98,2194800,0
SET,19871211,243.97,243.97,243.97,243.97,3076000,0
SET,19871214,248.27,248.27,248.27,248.27,2577100,0
SET,19871215,263.11,263.11,263.11,263.11,3687600,0
SET,19871216,275.51,275.51,275.51,275.51,5260600,0
SET,19871217,268.98,268.98,268.98,268.98,5400000,0
SET,19871218,277.47,277.47,277.47,277.47,3904000,0
SET,19871221,287.31,287.31,287.31,287.31,7993000,0
SET,19871222,291.33,291.33,291.33,291.33,8154900,0
SET,19871223,286.70,286.70,286.70,286.70,5902200,0
SET,19871224,287.88,287.88,287.88,287.88,3925200,0
SET,19871225,286.77,286.77,286.77,286.77,3952400,0
SET,19871228,283.05,283.05,283.05,283.05,3917100,0
SET,19871229,284.37,284.37,284.37,284.37,3192800,0
SET,19871230,284.94,284.94,284.94,284.94,4093200,0
SET,19880104,287.71,287.71,287.71,287.71,1972800,0
SET,19880105,301.91,301.91,301.91,301.91,7553000,0
SET,19880106,315.14,315.14,315.14,315.14,9905100,0
SET,19880107,320.48,320.48,320.48,320.48,8773900,0
SET,19880108,327.37,327.37,327.37,327.37,8877500,0
SET,19880111,307.61,307.61,307.61,307.61,9254400,0
SET,19880112,310.77,310.77,310.77,310.77,6053000,0
SET,19880113,302.42,302.42,302.42,302.42,5525800,0
SET,19880114,306.71,306.71,306.71,306.71,3307000,0
SET,19880115,311.94,311.94,311.94,311.94,4590600,0
SET,19880118,334.99,334.99,334.99,334.99,7885500,0
SET,19880119,323.37,323.37,323.37,323.37,6401900,0
SET,19880120,320.37,320.37,320.37,320.37,4342000,0
SET,19880121,316.04,316.04,316.04,316.04,3557500,0
SET,19880122,318.80,318.80,318.80,318.80,3217600,0
SET,19880125,317.85,317.85,317.85,317.85,2565900,0
SET,19880126,318.02,318.02,318.02,318.02,3069000,0
SET,19880127,319.35,319.35,319.35,319.35,3405600,0
SET,19880128,318.34,318.34,318.34,318.34,2718600,0
SET,19880129,318.78,318.78,318.78,318.78,2427100,0
SET,19880201,318.37,318.37,318.37,318.37,2711200,0
SET,19880202,315.07,315.07,315.07,315.07,5226800,0
SET,19880203,317.29,317.29,317.29,317.29,2300900,0
SET,19880204,320.59,320.59,320.59,320.59,3752000,0
SET,19880205,320.19,320.19,320.19,320.19,2035400,0
SET,19880208,323.09,323.09,323.09,323.09,1957100,0
SET,19880209,324.17,324.17,324.17,324.17,3122300,0
SET,19880210,327.13,327.13,327.13,327.13,4421700,0
SET,19880211,330.07,330.07,330.07,330.07,5361100,0
SET,19880212,330.86,330.86,330.86,330.86,3330200,0
SET,19880215,335.79,335.79,335.79,335.79,3889000,0
SET,19880216,340.26,340.26,340.26,340.26,5356800,0
SET,19880217,340.73,340.73,340.73,340.73,5927100,0
SET,19880218,347.94,347.94,347.94,347.94,7385500,0
SET,19880219,353.97,353.97,353.97,353.97,11637200,0
SET,19880222,362.79,362.79,362.79,362.79,12294100,0
SET,19880223,361.10,361.10,361.10,361.10,9823500,0
SET,19880224,369.80,369.80,369.80,369.80,9723700,0
